treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_Toy_WoodenBlock_B",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_C",1,0,0,0,0,0,0,0
object category "I_Toy_WoodenBlock_D",1,0,0,0,0,0,0,0
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
object category "BookChildren",1,0,0,0,0,0,0,0
new treasuretable "DEN_HayChest"
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "DEN_Thieflings_Stash_Bag"
new subtable "2,1"
object category "T_DEN_Kid",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Poor",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
new treasuretable "DEN_Trader_Food"
new subtable "1,1"
object category "T_Supplies_Vendor_Fancy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Poor",1,0,0,0,0,0,0,0
new treasuretable "DEN_Trader_EmptyBottles"
new subtable "4,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "DEN_Hag_Chest_Potions"
new subtable "1,1"
object category "T_Alchemy_Potion_Healing_Supply",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new treasuretable "DEN_Hag_Container_Weird"
new subtable "3,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Egg_Rotten",1,0,0,0,0,0,0,0
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Vegetable_Garlic",1,0,0,0,0,0,0,0
new treasuretable "DEN_BardChest"
new subtable "-1"
object category "I_MAG_Bard_HealingBardicInspiration_Hat",1,0,0,0,0,0,0,0
new treasuretable "DEN_CapturedGoblin"
new subtable "-1"
object category "I_DEN_CapturedGoblin_MurderDagger",1,0,0,0,0,0,0,0
new treasuretable "CRA_LaezelCager1"
new subtable "1,1"
object category "T_DEN_Refugee",1,0,0,0,0,0,0,0
new treasuretable "CRA_LaezelCager2"
new subtable "1,1"
object category "T_DEN_Refugee",1,0,0,0,0,0,0,0
new treasuretable "DEN_Chest_Minor"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new treasuretable "DEN_Chest_Moving_Book"
new subtable "1,1"
object category "BookEntertainment",1,0,0,0,0,0,0,0
new treasuretable "DEN_Chest_Moving"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "T_DEN_Chest_Moving_Book",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "DEN_Warehouse_Major"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "DEN_Stargazer_Book"
new subtable "1,1"
object category "BookScholar",1,0,0,0,0,0,0,0
new treasuretable "DEN_Stargazer"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_DEN_Stargazer_Book",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_IdentifyingGlass",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_GuidingBolt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_FeatherFall",1,0,0,0,0,0,0,0
new treasuretable "WLD_Boar"
new subtable "1,1"
object category "I_OBJ_FOOD_PorkHead",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FOOD_PorkPiece",1,0,0,0,0,0,0,0
new treasuretable "DEN_Volo_Trade_Book"
new subtable "1,1"
object category "BookScholar",1,0,0,0,0,0,0,0
object category "BookTravel",1,0,0,0,0,0,0,0
object category "BookMonsters",1,0,0,0,0,0,0,0
object category "BookPolitics",1,0,0,0,0,0,0,0
object category "BookEntertainment",1,0,0,0,0,0,0,0
new treasuretable "DEN_Volo_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Modest",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_DEN_Volo_Trade_Book",1,0,0,0,0,0,0,0
new subtable "9,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
new subtable "4,1;5,1;6,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_MassHealRing",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_OBJ_Potion_Of_Animal_Speaking",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_MusicInstrument_Common",1,0,0,0,0,0,0,0
new treasuretable "GOB_Volo_Imprisoned_Trade"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "DEN_Volo_Adventure"
new subtable "-1"
object category "I_MAG_Bard_TempHP_Armor",1,0,0,0,0,0,0,0
new treasuretable "DEN_Thieflings_Pickpocket_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_DEN_Thiefling_Ring1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_DEN_Thiefling_Ring2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_DEN_Thiefling_Ring3",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_DEN_Thiefling_Ring4",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kitchenware_Cutlery_Fork_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Plate_Metal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Vegetable_Potato",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_InkPot",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bucket",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_GEN_Seashell",1,0,0,0,0,0,0,0
new subtable "2,2; 3,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_Dye",1,0,0,0,0,0,0,0
new subtable "-7"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "DEN_Thieflings_Pickpocket"
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_KitchenwareRich_Cutlery_Spoon_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "DEN_Thieflings_Stash"
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_WIP_JunkItem_Human",1,0,0,0,0,0,0,0
new treasuretable "DEN_Mol"
new subtable "1,1"
object category "T_Gold_Trader_Modest",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_DEN_Kid",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_SpecialArrow_Uncommon",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Alchemy_Potion_Elixir",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new treasuretable "DEN_Weapons_Melee"
new subtable "2,1;3,1;4,1"
object category "T_ST_SimpleMeleeWeapons",1,0,0,0,0,0,0,0
new treasuretable "DEN_Weapons_Ranged"
new subtable "2,1"
object category "T_ST_SimpleRangedWeapons",1,0,0,0,0,0,0,0
new treasuretable "DEN_Weapons_Usable"
new subtable "1,1"
object category "I_OBJ_ArrowOfFire",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Helmet_Leather",1,0,0,0,0,0,0,0
new treasuretable "DEN_Poison_Supplies"
new subtable "5,1"
object category "T_Alchemy_Poison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "DEN_SuppliesContainer"
new subtable "1,5; 2,2; 3,1"
object category "Food",2,0,0,0,0,0,0,0
object category "JunkArtificial",3,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
object category "Drink",1,0,0,0,0,0,0,0
new treasuretable "DEN_SecretTunnelCrate"
new subtable "0,1; 1,3; 2,1"
object category "T_ST_Tools",2,0,0,0,0,0,0,0
object category "T_ST_RandomPotion",2,0,0,0,0,0,0,0
object category "T_Scroll",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "DEN_Weaponsmith_Trade"
new subtable "-1"
object category "I_MAG_Hunting_Shortbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Safeguard_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor_Magic",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Adjusted",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_SecondaryArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_Dye",1,0,0,0,0,0,0,0
new subtable "-5"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "ST_DEN_Entrance_Trade_Armor"
new subtable "1,1"
object category "I_ARM_Leather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Helmet_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor_Magic",1,0,0,0,0,0,0,0
new treasuretable "ST_DEN_Trader_Ranged_Arrows"
new subtable "9,1"
object category "T_ST_SpecialArrow_Common",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_SpecialArrow_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "DEN_Entrance_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_DEN_Entrance_Trade_Armor",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_RandomPotion",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Scroll_Revivify",1,0,0,0,0,0,0,0
new subtable "9,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_DEN_Trader_Ranged_Arrows",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Fire_IncreaseSlashingDamageToBurning_Handaxe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Harpers_RingOfProjection",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Druid_Magic_Hide_Armor",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_StaffOfRain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Fancy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_Dye",1,0,0,0,0,0,0,0
new subtable "-10"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_ARM_OfMissileSnaring_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_Bow_SpellslotRecharge",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidLeader"
new subtable "1,1"
object category "I_OBJ_FOOD_Chicken",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidLeader_Chest"
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "DEN_RatDruid"
new subtable "1,1"
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "DEN_Arabella"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_Toy_TeddyBear_Clean",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Food"
new subtable "1,1"
object category "T_Supply_Vegetables",3,0,0,0,0,0,0,0
object category "T_Supply_Fruits",2,0,0,0,0,0,0,0
object category "T_Supply_CheeseOnly",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Book"
new subtable "1,1"
object category "BookScholar",1,0,0,0,0,0,0,0
object category "BookMonsters",1,0,0,0,0,0,0,0
object category "BookGodsGood",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies_Books"
new subtable "1,1;2,1"
object category "T_DEN_Sanctum_Book",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies_Potions"
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies_Tools"
new subtable "1,1"
object category "T_Supply_Tools",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies_Scribe"
new subtable "2,1; 3,1; 4,1; 5,1"
object category "I_OBJ_InkPot",1,0,0,0,0,0,0,0
object category "I_OBJ_InkPot_Open",1,0,0,0,0,0,0,0
object category "I_OBJ_Feather",4,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies_Alchemy"
new subtable "3,1; 4,1"
object category "T_ST_Alchemy_Herb",8,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Mushroom_Common",3,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Supplies"
new subtable "1,1"
object category "T_DEN_Sanctum_Supplies_Books",3,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Supplies_Potions",1,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Supplies_Tools",2,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Supplies_Scribe",3,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Supplies_Alchemy",3,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Belongings"
new subtable "1,1; 2,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Book",1,0,0,0,0,0,0,0
object category "T_Kitchen_Tableware_Poor",1,0,0,0,0,0,0,0
object category "T_Kitchen_Kitchenware_Poor",1,0,0,0,0,0,0,0
object category "T_Kitchen_Cups_Poor",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "T_ST_Fruits_Small",1,0,0,0,0,0,0,0
object category "T_ST_Alchemy_Herb",1,0,0,0,0,0,0,0
new treasuretable "DEN_Sanctum_Valuables"
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
new treasuretable "DEN_Library_Scroll"
new subtable "1,1"
object category "T_Scroll",3,0,0,0,0,0,0,0
new treasuretable "DEN_Libraby_Book"
new subtable "1,1"
object category "BookScholar",1,0,0,0,0,0,0,0
new treasuretable "DEN_Libraby_Generic"
new subtable "1,1;2,1"
object category "T_DEN_Libraby_Book",1,0,0,0,0,0,0,0
new subtable "0,3; 1,1"
object category "T_DEN_Library_Scroll",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidServant"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_CONS_FOOD_Vegetable_Carrot",2,0,0,0,0,0,0,0
object category "T_ST_Fruits_Small",2,0,0,0,0,0,0,0
object category "T_DEN_Sanctum_Book",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "T_ST_Alchemy_Herb",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidCarnivorous"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "T_ST_Food_Pork_Piece_Raw",1,0,0,0,0,0,0,0
new treasuretable "DEN_Apprentice"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_DEN_Sanctum_Book",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_AnimalFriendship",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Of_Fire_Resistance",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "T_ST_Alchemy_Herb",1,0,0,0,0,0,0,0
new treasuretable "DEN_Apprentice_Reward"
new subtable "1,1"
object category "I_OBJ_Scroll_PrayerOfHealing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_Herbs_Mugwort",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidTreasure_Potions"
new subtable "1,1"
object category "I_OBJ_Potion_Of_Animal_Speaking",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Supply",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidTreasure_Poisons"
new subtable "1,1"
object category "I_OBJ_Potion_Of_Poison_Resistance",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_OBJ_SerpentVenom",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_OBJ_WyvernPoison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Antitoxin",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidTreasure_Scrolls"
new subtable "1,1"
object category "I_OBJ_Scroll_AnimalFriendship",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scrolls",1,0,0,0,0,0,0,0
new treasuretable "DEN_DruidTreasure_Equipment"
new subtable "-1"
object category "I_OBJ_Jade",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_RobeOfSummer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Stash_Normal",1,0,0,0,0,0,0,0
new treasuretable "DEN_GoblinHunt_RewardBag"
new subtable "-1"
object category "I_MAG_Healer_HealSelf_Helmet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SimpleMeleeWeapons",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_RandomPotion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new treasuretable "GOB_DrowCommander"
new subtable "-1"
object category "I_GOB_DrowCommanderMace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Camp_Pack",1,0,0,0,0,0,0,0
new treasuretable "ST_DEN_Ethel_Alchemy"
new subtable "-1"
object category "I_CONS_Herbs_Autumncrocus",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Balsam",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Belladonna",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Daggeroot",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Mergrass",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Mugwort",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Weavemoss",3,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Wispweed",3,0,0,0,0,0,0,0
new treasuretable "DEN_Ethel"
new subtable "4,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "I_CONS_DRINK_Water_Bottle",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Potion_Of_Hill_Giant_Strength",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "5,1;6,1"
object category "T_ST_DEN_Ethel_Alchemy",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_RepeatStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Tiny",1,0,0,0,0,0,0,0
new treasuretable "DEN_TunnelElemental"
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "DEN_BackupLeader"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "DEN_Prodigy_Book"
new subtable "1,1"
object category "BookScholar",1,0,0,0,0,0,0,0
new treasuretable "DEN_Prodigy"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "2,1;3,1"
object category "T_DEN_Prodigy_Book",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new treasuretable "DEN_TieflingLeader_Valuables"
new subtable "3,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_Corpse"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_Nest"
new subtable "-1"
object category "I_DEN_HarpyMeal_NestRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_HiddenChest"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new treasuretable "DEN_Squirrel_Reward"
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_HyenaEar",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeathOfATrueSoul_TrueSoul"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_MeatAndCheese",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeathOfATrueSoul_Novice"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Water_Bottle",1,0,0,0,0,0,0,0
object category "T_ST_Supply_Cheese",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeathOfATrueSoul_VictimBackpack"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeathOfATrueSoul_SeluneStash"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Necklace_Silver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bloodstone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Idol_Selune",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_LowHP_IgnoreAttackOfOpportunity_Amulet",1,0,0,0,0,0,0,0
new treasuretable "FOR_Monitor"
new subtable "1,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeadAdventurer_Caster"
new subtable "2,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeadAdventurer_Elf"
new subtable "1,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeadAdventurer_Commoner"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "FOR_Courier"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Fruit_Apple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Boots_Leather",1,0,0,0,0,0,0,0
new treasuretable "FOR_ShadowheartOM_Skeletons"
new subtable "-1"
object category "I_FOR_ShadowheartOM_SharCrown",1,0,0,0,0,0,0,0
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "FOR_VillageFightReward"
new subtable "-1"
object category "I_MAG_Mobility_MomentumOnCombatStart_Helmet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Exploration_Additional",1,0,0,0,0,0,0,0
new treasuretable "FOR_BlacksmithsCellar_Weapons"
new subtable "1,1;2,2"
object category "T_ST_SimpleMeleeWeapons",3,0,0,0,0,0,0,0
object category "T_ST_MartialMeleeWeapons",2,0,0,0,0,0,0,0
new treasuretable "FOR_BlacksmithsCellar_Tools"
new subtable "2,1;3,1"
object category "I_OBJ_Rope",2,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Hammer",2,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Tong",2,0,0,0,0,0,0,0
object category "I_OBJ_Kit_ThievesTools",4,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Shears",2,0,0,0,0,0,0,0
new treasuretable "FOR_BlacksmithsCellar_Crate"
