treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "T_ST_RandomPotion",1,0,0,0,0,0,0,0
new treasuretable "SCL_HarpersDuty_Body3"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new treasuretable "SCL_DriderCaravan_DriderInventory"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Alchemy_Rare",1,0,0,0,0,0,0,0
new treasuretable "SCL_Blight"
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_WoodBark",1,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Mushroom_ShadowrootSac",1,0,0,0,0,0,0,0
new treasuretable "SCL_Shadowcursed_Human"
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_Shadowcursed",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Poor",2,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new treasuretable "SCL_SeluniteGrave"
new subtable "1,1"
object category "T_GEN_Skeleton_Generic",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Empty",1,0,0,0,0,0,0,0
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
object category "T_Alchemy_PotionOrOil",1,0,0,0,0,0,0,0
object category "T_Valuables_Jewelry",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Mace_Rusty",1,0,0,0,0,0,0,0
object category "I_ARM_Shield_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_Shortsword_Rusty",1,0,0,0,0,0,0,0
object category "I_WPN_LightHammer_Rusty",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Robe_Selunite",2,0,0,0,0,0,0,0
object category "T_Empty",2,0,0,0,0,0,0,0
object category "I_OBJ_Earring_Selunite",1,0,0,0,0,0,0,0
new treasuretable "HAV_Survivor"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "0,3;1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",3,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
new subtable "0,2;1,3"
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new subtable "0,2;1,6"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new treasuretable "HAV_SurvivorBelongings"
new subtable "0,1;1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Clothes_Poor_Random_Supply",2,0,0,0,0,0,0,0
object category "T_Clothes_Medium_Random_Supply",1,0,0,0,0,0,0,0
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
object category "I_WPN_Shortsword",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "I_Cup_Metal",1,0,0,0,0,0,0,0
new treasuretable "HAV_SurvivorValuables"
new subtable "0,1;1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,2;2,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
object category "T_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new treasuretable "HAV_Junk"
new subtable "1,1"
object category "T_Clothes_Poor_Random_Supply",1,0,0,0,0,0,0,0
object category "T_Clothes_Medium_Random_Supply",1,0,0,0,0,0,0,0
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
object category "T_Kitchen_Poor",2,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "T_Supply_Alcohol_Cheap",1,0,0,0,0,0,0,0
new treasuretable "SCL_Corpse"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "0,3;1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",3,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
new subtable "0,2;1,3"
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new subtable "0,2;1,6"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "0,3;0,3"
object category "T_Supplies_Spoiled",1,0,0,0,0,0,0,0
new treasuretable "SCL_ShadowMastiffs_TrueSoulCorpse"
new subtable "1,1"
object category "T_SCL_Corpse",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new treasuretable "SCL_CursedKuoToa"
new subtable "1,1"
object category "T_Monster_KuoToa",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_Shadowcursed",1,0,0,0,0,0,0,0
new treasuretable "SCL_CursedKuoToa_Champion"
new subtable "1,1"
object category "T_SCL_CursedKuoToa",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Pearl",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new treasuretable "_HAV"
new treasuretable "HAV_HarperQuarterMaster"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Oil_Of_The_Basilisk",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_SecondaryArmor_Metal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee_Finesse",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee_Magic",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SimpleRangedWeapons_1",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_Scroll_SpeakWithDead",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Scrolls",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Flasks",1,0,0,0,0,0,0,0
new subtable "15,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SCL_Supplies_Trader",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_Dye",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-10"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "HAV_HarperQuarterMaster_Magic_Trade"
new subtable "-1"
object category "I_MAG_Heat_Fire_Robe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_FlamingFist_StaffOfFire",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Druid_Late_Hide_Armor_1",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_CloakOfProtection_Cloak",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Monk_Magic_Hat",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_FlamingFist_BattleWizardGloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_OfDevotion_Shield",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Harpers_ArmorOfShadows",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_CKM_SerpenScale_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BarbMonk_Offensive_Cloth",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_Defender_Greataxe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfTheBalancedHands_Gloves",1,0,0,0,0,0,0,0
new treasuretable "HAV_Weaponsmith_Trade"
new subtable "1,1"
object category "T_DEN_Weaponsmith_Trade",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "7"
object category "I_ARM_PlateArmor_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Generic_Magic_LightArmor_ACT2_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Generic_Magic_MediumArmor_ACT2_A",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "7"
object category "T_ST_Generic_Magic_HeavyArmor_ACT2_A",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_FlamingFist_Longsword",1,0,0,0,0,0,0,0
object category "I_MAG_Enforcer_NonLethalFright_Club",0,0,0,0,0,0,0,0
object category "I_MAG_Enforcer_NonLethalBlessing_Shield",0,0,0,0,0,0,0,0
object category "I_MAG_Enforcer_RejunevatingKnock_Helmet",0,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_Harmonium_Halberd",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_OfLifestealing_Shortsword",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Fire_HeatOnWeaponDamage_Battleaxe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_HAV_ThornBlade_Scimitar",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Shadow_Shortsword",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BG_Darkfire_Shortbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Bonded_Shocking_Warhammer",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfSwordmaster_Gloves",1,0,0,0,0,0,0,0
new treasuretable "HAV_Thiefling_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Oil",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Potion_Elixir",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Of_Invisibility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SpecialArrow_Supply",3,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Throwable_Supply",3,0,0,0,0,0,0,0
new subtable "3,1;4,1;5,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Shadow_FogOfCloudDisengage_Cloak",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Evasive_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bucket",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Vegetable_Potato_Boiled",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_HAV_Thiefling_ArrowOfSlaying",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_HAV_Thiefling_CursedSpoon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_HAV_Thiefling_DecanterOfEndlessWater",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_HAV_Thiefling_FishingRod",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_HAV_Thiefling_SendingShell",1,0,0,0,0,0,0,0
new treasuretable "HAV_Thiefling_Ide_Trade"
new subtable "3,1;4,1;5,1"
object category "T_ST_Alcohol",1,0,0,0,0,0,0,0
new subtable "0,1;1,1;2,1"
object category "T_ST_Alcohol_Valuable",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new treasuretable "HAV_UnfortunateGnome_Magic_Trade"
new subtable "-1"
object category "I_MAG_Harpers_RingOfAttraction",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Acrobat_Shoes",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfAutomaton_Gloves",1,0,0,0,0,0,0,0
new treasuretable "HAV_UnfortunateGnome_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new subtable "6,1"
object category "T_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "3,1;4,1;5,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "5,1;6,1;7,1"
object category "I_OBJ_FireBottle",2,0,0,0,0,0,0,0
object category "I_OBJ_AcidBottle",1,0,0,0,0,0,0,0
object category "I_OBJ_Bomb",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Arrows",5,0,0,0,0,0,0,0
new subtable "1,1;2,1;3,1;4,1"
object category "I_OBJ_Kit_ThievesTools",3,0,0,0,0,0,0,0
object category "I_OBJ_Kit_TrapDisarm",3,0,0,0,0,0,0,0
new subtable "0,1;1,1;2,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_HAV_UnfortunateGnome_Magic_Trade",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-5"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "_TWN"
new treasuretable "TWN_Hospital_CorpseTender"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Supply_Alchemy_Poison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Utility_Supply",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Potion_Healing_Supply",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alchemy_Mushroom_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alchemy_Mushroom_Common",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SCL_Supplies_Trader",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_Supplies_Spoiled",1,0,0,0,0,0,0,0
new treasuretable "TWN_Brewer_Treasure"
new subtable "-1"
object category "I_MAG_TWN_Brewery_Greatclub",1,0,0,0,0,0,0,0
new treasuretable "TWN_Brewer"
new subtable "3,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_Alcohol_Valuable",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_ST_Alcohol_Cheap",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_Mushrooms_SwarmingToadstool",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_Mushrooms_Bonecap",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Ingredient_Loot_SnakeFang",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Ingredient_Loot_WyvernStinger",1,0,0,0,0,0,0,0
new treasuretable "TWN_TollCollector_Treasure"
new subtable "-1"
object category "I_MAG_TWN_Taxblade_Morningstar",1,0,0,0,0,0,0,0
new treasuretable "TWN_Surgeon_Treasure"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_TWN_Surgeon_ParalyzingCritical_Amulet",1,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Nurse"
new subtable "1,1"
object category "T_Supply_Alchemy_Common",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Alchemy_Rare",1,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "0,1;1,2"
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Bucket",1,0,0,0,0,0,0,0
object category "I_OBJ_Bowl",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant1_Treasure"
new subtable "-1"
object category "I_MAG_Surgeon_Bonesaw",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant2_Treasure"
new subtable "-1"
object category "I_MAG_Surgeon_Leech",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant3_Treasure"
new subtable "-1"
object category "I_MAG_Surgeon_Trepan",1,0,0,0,0,0,0,0
new treasuretable "TWN_ZealousAssistant4_Treasure"
new subtable "-1"
object category "I_MAG_Surgeon_Syringe",1,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Scrolls"
new subtable "1,1"
object category "T_Supply_Scrolls_Necro",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scrolls_Healing_Single",3,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Scroll_Single"
new subtable "1,1"
object category "T_Supply_Scrolls_Necro_Single",2,0,0,0,0,0,0,0
object category "T_Supply_Scrolls_Healing_Single",3,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Alchemy_Ingredients"
new subtable "1,1"
object category "T_Supply_Alchemy_Common",3,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Rare",1,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Alchemy_PotionsAndPoisons"
new subtable "1,1"
object category "T_Alchemy_Potion_Healing_Supply",2,0,0,0,0,0,0,0
object category "T_Alchemy_Coating",2,0,0,0,0,0,0,0
new treasuretable "TWN_Hospital_Alchemy_IngredientsAndSolutions"
new subtable "1,1"
object category "T_TWN_Hospital_Alchemy_Ingredients",4,0,0,0,0,0,0,0
object category "T_TWN_Hospital_Alchemy_PotionsAndPoisons",2,0,0,0,0,0,0,0
new treasuretable "TWN_MasonsGuild_InfiltrationPotions"
new subtable "1,1"
object category "I_OBJ_Potion_Of_Invisibility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Of_Speed",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Solution_Potion_Jump",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Solution_Elixir_Darkvision",1,0,0,0,0,0,0,0
new treasuretable "_MOO"
new treasuretable "MOO_WallTentacleOgress_Treasure"
new subtable "-1"
object category "I_MAG_Poison_Greatclub",1,0,0,0,0,0,0,0
new treasuretable "MOO_WallTentacleOgress_Trade"
new subtable "1,1"
object category "I_OBJ_Cauldron",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Food_Chicken_Whole",1,0,0,0,0,0,0,0
object category "T_ST_Food_Pork_Head",1,0,0,0,0,0,0,0
new subtable "3,1;4,1"
object category "I_OBJ_Rope",1,0,0,0,0,0,0,0
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Ladle",1,0,0,0,0,0,0,0
new treasuretable "MOO_SecretStudyTreasure_Chest"
new subtable "-1"
object category "I_MAG_Frost_GenerateFrostOnStatusApply_Hat",1,0,0,0,0,0,0,0
new treasuretable "MOO_KethericCombat_Chest"
new subtable "-1"
object category "I_MAG_Myrkulites_RingofMyrkul_Ring",1,0,0,0,0,0,0,0
new treasuretable "MOO_StudyReward_Chest"
new subtable "-1"
object category "I_MAG_Poison_InflictPoisonHealSelf_Cloak",1,0,0,0,0,0,0,0
new treasuretable "MOO_KethhericPersonalBelonging_Chest"
new subtable "-1"
object category "I_MAG_ElementalGish_AbsorbElements_Cloak",1,0,0,0,0,0,0,0
new treasuretable "MOO_MimicReward"
new subtable "-1"
object category "I_MAG_Thunder_ReverberationOnRangeSpellDamage_Amulet",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_DiningPlate_Silver_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Clothes_Rich_Shoes",1,0,0,0,0,0,0,0
new treasuretable "MOO_ExecutionerOgre"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_FOOD_Sausage_Piled",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FOOD_Chicken",1,0,0,0,0,0,0,0
new treasuretable "MOO_KitchenGnoll"
new subtable "1,2;2,2"
object category "T_ST_Supply_Meat_Raw",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Spoon_Poor",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Fork_Poor",1,0,0,0,0,0,0,0
object category "I_Cup_Metal_D",1,0,0,0,0,0,0,0
object category "I_Cup_Metal_C",1,0,0,0,0,0,0,0
object category "I_OBJ_KitchenwareRich_Plate_B",1,0,0,0,0,0,0,0
object category "I_OBJ_Plate_Metal_B",1,0,0,0,0,0,0,0
object category "I_OBJ_Plate_Metal",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Egg_Rotten",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Ladle",1,0,0,0,0,0,0,0
object category "I_OBJ_Kitchenware_Cutlery_Fork_Iron",1,0,0,0,0,0,0,0
new subtable "2,1;3,2;4,1"
object category "I_Cup_Metal",1,0,0,0,0,0,0,0
new treasuretable "MOO_Cultist"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new subtable "0,2;1,6"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "0,2;1,3"
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "MOO_Cultist_Dead_Valuable"
new subtable "1,1"
object category "T_MOO_Cultist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
object category "T_Alchemy_PotionOrCoating",2,0,0,0,0,0,0,0
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new treasuretable "MOO_InfernalTrader_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Thunder_InflictDazeOnReverberatedCreature_Cloak",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Thunder_ArcaneAcuityOnThunderDamage_Hat",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_RiskyAttack_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BonusAttack_AgainstMarked_Circlet",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_OfFreeAction_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_CQCaster_ArcaneChargeAfterDash_Boots",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfArcanicAssault_Robe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Alchemy_Poison",2,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_PotionOrCoating_Supply",2,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Supply_Scrolls",4,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Supply_Alchemy_Common",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_SCL_Supplies_Trader",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-7"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "MOO_InfernalTrader_SpecialStock"
new subtable "1,1"
object category "I_OBJ_Scroll_CharmPerson",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_Invisibility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_SummonQuasit",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_Supply_Alchemy_Rare",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_CQCaster_ArcaneChargeAfterDash_Boots",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_CQCaster_GainArcaneChargeOnDamage_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_CQCaster_ArcaneChargeAfterDash_Boots",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ArcaneAbsorption_Dagger",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Psychic_MentalFatigue_Cape",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_LC_DrowSpider_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfArcanicAssault_Robe",1,0,0,0,0,0,0,0
new treasuretable "MOO_BugBearvendor_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee_Finesse",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee_Adjusted",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Adjusted",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_SecondaryArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Generic_Magic_MediumArmor_ACT2_B",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "7"
object category "T_ST_Generic_Magic_HeavyArmor_ACT2_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Generic_Magic_LightArmor_ACT2_B",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Combat_Quarterstaff",1,0,0,0,0,0,0,0
